jan_2017,fev_2017,mar_2017,abr_2017,mai_2017,jun_2017,jul_2017,ago_2017,set_2017,out_2017,nov_2017,dez_2017,jan_2018,fev_2018,mar_2018,abr_2018,mai_2018,jun_2018,jul_2018,ago_2018,set_2018,out_2018,nov_2018,dez_2018
12.066666666666666,15.2,12.533333333333333,12.733333333333333,16.866666666666667,19.933333333333334,21.8,20.733333333333334,29.8,16.866666666666667,13.4,14.2,12.666666666666666,11.466666666666667,15.933333333333334,17.866666666666667,20.333333333333332,23.466666666666665,32.46666666666667,16.2,17.2,13.0,12.066666666666666,16.333333333333332
7.5,8.5,8.666666666666666,10.0,12.333333333333334,14.333333333333334,16.0,19.166666666666668,27.333333333333332,15.833333333333334,9.333333333333334,9.166666666666666,8.0,8.5,10.333333333333334,12.833333333333334,15.833333333333334,16.666666666666668,24.166666666666668,13.333333333333334,16.333333333333332,11.166666666666666,9.166666666666666,11.833333333333334
